,Alley Light Out,Graffiti Removal,Vacant/Abandoned Building
08/15/2011,158.0,570.0,150.0
04/11/2011,176.0,588.0,145.0
04/12/2011,146.0,467.0,143.0
02/15/2011,446.0,645.0,141.0
07/05/2011,137.0,736.0,121.0
06/30/2011,122.0,456.0,121.0
06/24/2011,98.0,562.0,118.0
05/19/2011,142.0,526.0,115.0
07/08/2011,165.0,479.0,115.0
07/19/2011,156.0,565.0,110.0
07/27/2011,180.0,638.0,109.0
05/03/2011,139.0,617.0,107.0
04/25/2011,160.0,703.0,107.0
10/21/2010,13.0,2.0,106.0
02/02/2012,69.0,490.0,105.0
08/24/2011,147.0,639.0,100.0
07/07/2011,145.0,696.0,100.0
10/27/2011,121.0,577.0,99.0
08/09/2011,172.0,482.0,97.0
04/14/2011,146.0,529.0,94.0
02/01/2013,36.0,428.0,93.0
06/22/2011,112.0,518.0,92.0
04/21/2011,137.0,636.0,91.0
03/15/2011,282.0,693.0,90.0
05/07/2013,63.0,570.0,90.0
04/13/2011,176.0,634.0,89.0
04/18/2011,121.0,487.0,88.0
06/01/2011,166.0,557.0,88.0
01/14/2011,37.0,569.0,88.0
10/14/2011,137.0,452.0,88.0
02/23/2012,82.0,568.0,87.0
10/25/2011,208.0,726.0,87.0
07/18/2011,203.0,707.0,87.0
06/25/2013,58.0,587.0,86.0
07/12/2011,151.0,629.0,86.0
07/06/2011,152.0,900.0,85.0
08/01/2011,147.0,545.0,84.0
05/04/2012,42.0,405.0,84.0
02/10/2011,249.0,204.0,84.0
10/03/2011,210.0,508.0,84.0
09/12/2011,197.0,571.0,83.0
05/23/2011,154.0,615.0,82.0
01/10/2011,74.0,748.0,81.0
10/20/2010,18.0,11.0,80.0
03/15/2012,64.0,559.0,79.0
09/06/2011,150.0,437.0,79.0
07/14/2011,132.0,609.0,79.0
05/17/2016,94.0,312.0,78.0
10/31/2011,149.0,523.0,78.0
07/25/2011,158.0,581.0,78.0
08/22/2011,188.0,557.0,78.0
04/08/2011,142.0,544.0,77.0
07/29/2013,55.0,638.0,77.0
08/07/2012,86.0,524.0,77.0
06/28/2011,233.0,824.0,77.0
10/21/2011,161.0,476.0,76.0
08/29/2012,170.0,427.0,76.0
06/21/2011,125.0,874.0,76.0
06/08/2011,141.0,628.0,75.0
08/31/2011,191.0,630.0,73.0
05/31/2011,164.0,667.0,73.0
07/30/2012,67.0,428.0,73.0
04/04/2011,267.0,700.0,72.0
11/01/2011,185.0,556.0,72.0
10/02/2012,72.0,475.0,72.0
08/06/2012,93.0,404.0,71.0
06/25/2012,45.0,464.0,71.0
02/05/2013,24.0,478.0,70.0
06/26/2012,47.0,545.0,70.0
04/26/2011,170.0,764.0,70.0
05/25/2010,,5.0,69.0
08/26/2013,71.0,693.0,69.0
09/13/2011,237.0,807.0,69.0
08/30/2011,183.0,582.0,69.0
08/18/2011,168.0,584.0,69.0
05/25/2011,97.0,557.0,68.0
05/20/2011,85.0,506.0,68.0
06/23/2011,109.0,571.0,68.0
06/07/2011,91.0,536.0,68.0
07/18/2012,67.0,562.0,67.0
08/12/2013,76.0,651.0,67.0
05/07/2012,46.0,395.0,67.0
08/02/2011,168.0,559.0,67.0
09/28/2012,50.0,469.0,67.0
08/16/2011,188.0,590.0,67.0
02/17/2011,392.0,673.0,67.0
03/06/2012,82.0,773.0,66.0
05/02/2012,54.0,482.0,66.0
08/17/2011,158.0,629.0,66.0
07/15/2011,100.0,566.0,66.0
07/26/2012,61.0,511.0,65.0
03/07/2012,91.0,567.0,65.0
03/18/2011,200.0,534.0,65.0
12/07/2010,23.0,28.0,65.0
06/04/2012,66.0,521.0,65.0
08/11/2011,180.0,533.0,64.0
05/10/2011,112.0,510.0,64.0
05/16/2012,54.0,485.0,64.0
04/29/2011,93.0,540.0,64.0
06/20/2011,151.0,610.0,64.0
05/24/2011,112.0,594.0,64.0
07/20/2011,140.0,526.0,64.0
06/16/2011,129.0,535.0,63.0
11/03/2011,152.0,555.0,63.0
05/05/2011,109.0,582.0,63.0
07/12/2012,53.0,406.0,63.0
08/08/2012,65.0,461.0,63.0
04/22/2011,61.0,691.0,62.0
05/16/2013,82.0,419.0,62.0
10/15/2015,120.0,430.0,62.0
12/27/2011,97.0,438.0,62.0
03/01/2012,75.0,602.0,62.0
08/26/2011,146.0,500.0,62.0
05/04/2011,138.0,564.0,62.0
07/20/2012,35.0,552.0,62.0
03/29/2012,81.0,551.0,62.0
08/05/2011,117.0,453.0,62.0
06/14/2011,132.0,554.0,62.0
07/17/2012,60.0,467.0,61.0
03/08/2012,102.0,567.0,61.0
07/01/2013,72.0,545.0,61.0
09/16/2011,146.0,581.0,61.0
05/30/2013,43.0,561.0,61.0
05/12/2011,146.0,576.0,60.0
09/21/2011,247.0,557.0,60.0
08/05/2013,47.0,680.0,60.0
05/18/2011,109.0,661.0,60.0
03/14/2011,297.0,810.0,60.0
05/22/2012,54.0,542.0,60.0
04/16/2012,60.0,469.0,60.0
07/27/2010,,7.0,60.0
07/26/2011,155.0,609.0,60.0
06/07/2013,60.0,712.0,60.0
07/13/2011,123.0,418.0,60.0
08/23/2011,160.0,617.0,59.0
11/04/2011,105.0,472.0,59.0
08/29/2011,193.0,554.0,59.0
05/10/2012,34.0,424.0,59.0
04/28/2011,105.0,597.0,59.0
08/10/2011,165.0,514.0,59.0
07/10/2012,72.0,581.0,59.0
09/07/2011,285.0,552.0,59.0
07/28/2011,175.0,397.0,59.0
11/19/2010,17.0,,58.0
05/26/2015,75.0,547.0,58.0
05/30/2012,55.0,474.0,58.0
05/17/2011,127.0,660.0,58.0
03/26/2012,82.0,455.0,58.0
09/20/2011,185.0,672.0,58.0
06/27/2011,148.0,634.0,58.0
01/14/2013,40.0,616.0,58.0
07/15/2014,80.0,427.0,58.0
05/06/2011,97.0,396.0,57.0
07/13/2012,58.0,403.0,57.0
09/04/2013,74.0,577.0,57.0
07/23/2012,45.0,460.0,57.0
09/09/2011,195.0,513.0,57.0
07/21/2011,122.0,460.0,57.0
04/18/2012,59.0,479.0,57.0
09/21/2010,3.0,6.0,57.0
07/22/2011,101.0,620.0,56.0
06/19/2012,48.0,528.0,56.0
07/08/2013,101.0,661.0,56.0
09/25/2012,73.0,519.0,56.0
09/15/2011,138.0,365.0,56.0
06/10/2011,91.0,464.0,56.0
09/04/2012,75.0,473.0,56.0
09/23/2011,153.0,513.0,56.0
06/03/2011,109.0,616.0,55.0
04/19/2012,63.0,441.0,55.0
06/29/2011,156.0,584.0,55.0
10/26/2011,158.0,533.0,55.0
05/29/2012,57.0,520.0,55.0
01/30/2013,44.0,475.0,55.0
10/06/2011,216.0,430.0,55.0
01/10/2012,134.0,687.0,55.0
08/19/2011,141.0,464.0,55.0
03/21/2012,78.0,673.0,55.0
08/16/2012,75.0,416.0,55.0
11/14/2011,177.0,745.0,55.0
10/18/2011,172.0,486.0,55.0
04/30/2012,45.0,546.0,55.0
08/27/2012,94.0,625.0,54.0
04/11/2012,61.0,597.0,54.0
08/30/2012,78.0,477.0,54.0
10/01/2012,72.0,600.0,54.0
07/11/2012,63.0,436.0,54.0
04/20/2011,203.0,541.0,54.0
09/19/2011,193.0,574.0,54.0
05/09/2011,105.0,661.0,54.0
04/06/2011,203.0,601.0,54.0
05/21/2013,45.0,492.0,53.0
03/22/2012,74.0,523.0,53.0
08/20/2012,80.0,411.0,53.0
01/08/2013,55.0,546.0,53.0
03/02/2011,401.0,656.0,53.0
06/17/2013,65.0,562.0,53.0
10/07/2011,248.0,446.0,53.0
07/19/2012,42.0,551.0,53.0
02/23/2011,268.0,991.0,53.0
05/08/2012,44.0,525.0,53.0
03/16/2011,254.0,793.0,53.0
10/11/2011,200.0,725.0,53.0
11/30/2011,134.0,510.0,52.0
06/18/2012,66.0,595.0,52.0
08/22/2012,92.0,492.0,52.0
07/28/2014,105.0,564.0,52.0
04/05/2011,225.0,549.0,52.0
07/12/2010,,1.0,52.0
03/28/2012,70.0,599.0,52.0
05/24/2012,46.0,605.0,52.0
03/01/2011,374.0,826.0,52.0
05/17/2012,48.0,428.0,52.0
08/09/2012,58.0,583.0,52.0
05/14/2013,58.0,694.0,52.0
07/09/2012,80.0,582.0,52.0
08/14/2012,90.0,572.0,52.0
03/27/2012,80.0,551.0,52.0
08/17/2012,77.0,522.0,52.0
08/15/2012,88.0,640.0,52.0
07/06/2012,35.0,361.0,51.0
08/02/2012,63.0,471.0,51.0
03/17/2011,253.0,716.0,51.0
06/28/2012,37.0,518.0,51.0
08/25/2011,218.0,618.0,51.0
09/24/2012,88.0,415.0,51.0
07/16/2013,59.0,704.0,51.0
06/12/2012,45.0,538.0,51.0
10/12/2011,259.0,557.0,51.0
08/08/2011,144.0,403.0,51.0
04/09/2012,70.0,490.0,51.0
03/19/2012,151.0,591.0,51.0
11/29/2011,118.0,640.0,51.0
09/08/2011,182.0,489.0,51.0
03/10/2011,310.0,745.0,51.0
08/05/2014,74.0,682.0,51.0
07/11/2011,122.0,702.0,51.0
04/07/2011,180.0,586.0,50.0
10/22/2014,72.0,504.0,50.0
07/29/2011,113.0,398.0,50.0
12/07/2011,156.0,676.0,50.0
03/30/2011,199.0,649.0,50.0
12/19/2011,131.0,354.0,50.0
06/13/2011,135.0,417.0,50.0
09/05/2012,100.0,437.0,50.0
06/06/2012,60.0,444.0,49.0
09/09/2013,74.0,613.0,49.0
06/09/2011,117.0,600.0,49.0
11/18/2011,239.0,441.0,49.0
10/19/2011,159.0,489.0,49.0
08/28/2013,48.0,547.0,49.0
09/22/2011,221.0,609.0,49.0
08/10/2010,1.0,9.0,49.0
01/31/2011,71.0,787.0,49.0
03/14/2012,102.0,667.0,49.0
06/11/2012,57.0,508.0,49.0
03/24/2011,194.0,509.0,49.0
07/24/2012,60.0,429.0,49.0
12/08/2010,29.0,21.0,49.0
05/11/2011,107.0,673.0,49.0
07/25/2012,75.0,307.0,49.0
05/27/2011,92.0,361.0,49.0
08/19/2013,74.0,858.0,49.0
06/15/2012,36.0,416.0,48.0
07/14/2015,89.0,424.0,48.0
06/20/2012,61.0,543.0,48.0
05/26/2011,94.0,476.0,48.0
05/21/2010,,,48.0
07/01/2011,86.0,537.0,48.0
06/05/2012,60.0,432.0,48.0
11/15/2011,198.0,426.0,48.0
02/18/2011,337.0,468.0,48.0
08/03/2011,121.0,517.0,48.0
05/20/2013,50.0,640.0,48.0
04/05/2016,97.0,455.0,48.0
11/08/2010,26.0,12.0,48.0
03/23/2011,193.0,510.0,48.0
08/18/2016,95.0,451.0,48.0
03/13/2012,95.0,649.0,48.0
03/16/2012,93.0,515.0,48.0
05/28/2013,29.0,633.0,47.0
04/24/2012,57.0,496.0,47.0
03/12/2012,87.0,656.0,47.0
02/29/2012,86.0,572.0,47.0
01/24/2011,59.0,685.0,47.0
08/04/2010,,6.0,47.0
04/02/2013,48.0,610.0,47.0
08/28/2012,88.0,411.0,47.0
04/23/2012,49.0,512.0,47.0
06/05/2013,52.0,557.0,47.0
09/12/2012,89.0,367.0,47.0
09/20/2012,67.0,450.0,47.0
11/22/2011,167.0,424.0,47.0
07/16/2012,46.0,479.0,46.0
05/11/2010,,1.0,46.0
09/07/2010,4.0,2.0,46.0
11/21/2011,150.0,615.0,46.0
06/15/2011,133.0,458.0,46.0
04/03/2012,66.0,574.0,46.0
03/23/2012,79.0,462.0,46.0
09/17/2012,89.0,463.0,46.0
05/09/2012,44.0,509.0,46.0
10/03/2012,60.0,423.0,46.0
08/29/2013,46.0,545.0,46.0
10/13/2011,181.0,450.0,46.0
02/03/2012,64.0,480.0,46.0
05/15/2012,65.0,528.0,46.0
09/14/2011,184.0,346.0,46.0
12/16/2011,127.0,600.0,45.0
05/16/2011,103.0,480.0,45.0
11/14/2012,81.0,504.0,45.0
01/29/2013,34.0,516.0,45.0
08/19/2010,,2.0,45.0
10/28/2013,48.0,574.0,45.0
07/03/2012,43.0,485.0,45.0
08/01/2012,66.0,472.0,45.0
12/06/2012,31.0,408.0,45.0
08/30/2010,,4.0,45.0
05/14/2012,71.0,457.0,45.0
09/20/2010,3.0,5.0,45.0
08/13/2013,37.0,551.0,45.0
10/11/2012,77.0,484.0,45.0
12/20/2011,110.0,413.0,45.0
04/02/2012,72.0,422.0,45.0
03/28/2011,221.0,468.0,44.0
03/25/2013,56.0,658.0,44.0
11/07/2011,193.0,662.0,44.0
10/04/2011,255.0,576.0,44.0
02/04/2013,23.0,524.0,44.0
08/24/2012,61.0,469.0,44.0
03/11/2011,271.0,567.0,44.0
06/07/2012,31.0,314.0,44.0
03/03/2011,349.0,738.0,44.0
05/23/2013,41.0,417.0,44.0
06/02/2011,135.0,725.0,44.0
10/24/2011,189.0,547.0,44.0
05/03/2012,61.0,539.0,44.0
02/17/2012,77.0,703.0,44.0
10/29/2012,97.0,403.0,44.0
02/27/2012,95.0,542.0,44.0
04/26/2012,59.0,453.0,44.0
05/31/2013,43.0,499.0,43.0
04/27/2011,134.0,561.0,43.0
01/31/2012,123.0,496.0,43.0
07/09/2013,47.0,520.0,43.0
03/08/2011,403.0,848.0,43.0
02/22/2013,26.0,637.0,43.0
08/21/2013,49.0,615.0,43.0
09/07/2012,52.0,294.0,43.0
01/09/2013,36.0,494.0,43.0
02/25/2011,222.0,779.0,43.0
04/13/2012,44.0,463.0,42.0
01/30/2012,121.0,705.0,42.0
10/22/2012,96.0,493.0,42.0
12/21/2011,76.0,476.0,42.0
05/23/2012,37.0,585.0,42.0
07/31/2013,52.0,611.0,42.0
09/18/2012,91.0,413.0,42.0
01/27/2012,69.0,459.0,42.0
06/03/2013,88.0,605.0,42.0
10/05/2011,211.0,519.0,42.0
04/04/2012,91.0,485.0,42.0
08/13/2012,60.0,529.0,42.0
09/11/2013,79.0,600.0,42.0
05/20/2014,72.0,462.0,42.0
07/15/2010,,,42.0
05/02/2011,134.0,518.0,42.0
09/08/2010,7.0,4.0,42.0
11/09/2011,129.0,453.0,42.0
01/25/2012,103.0,433.0,42.0
04/10/2012,61.0,461.0,42.0
06/06/2011,121.0,703.0,42.0
05/26/2010,,3.0,42.0
08/21/2012,90.0,601.0,42.0
09/02/2011,133.0,590.0,42.0
02/13/2013,62.0,851.0,42.0
05/21/2012,57.0,488.0,42.0
10/10/2012,66.0,427.0,42.0
01/07/2011,70.0,579.0,41.0
12/15/2010,31.0,19.0,41.0
07/28/2010,1.0,1.0,41.0
11/10/2011,176.0,451.0,41.0
08/25/2014,102.0,435.0,41.0
07/13/2010,,4.0,41.0
03/21/2011,206.0,816.0,41.0
03/04/2011,299.0,663.0,41.0
08/27/2013,52.0,820.0,41.0
06/21/2012,39.0,460.0,41.0
02/08/2012,84.0,516.0,41.0
02/08/2011,231.0,262.0,41.0
08/20/2013,48.0,599.0,41.0
12/12/2011,150.0,463.0,41.0
07/10/2013,57.0,626.0,41.0
01/11/2012,113.0,563.0,41.0
09/27/2011,178.0,444.0,41.0
09/24/2013,49.0,466.0,41.0
09/03/2014,101.0,413.0,41.0
06/23/2014,97.0,548.0,41.0
05/27/2015,85.0,422.0,40.0
07/31/2012,81.0,522.0,40.0
01/06/2011,93.0,484.0,40.0
01/11/2013,51.0,607.0,40.0
04/17/2012,66.0,523.0,40.0
04/25/2012,51.0,543.0,40.0
08/17/2015,104.0,545.0,40.0
09/19/2012,86.0,417.0,40.0
12/15/2011,100.0,513.0,40.0
06/10/2013,58.0,651.0,40.0
06/27/2012,51.0,461.0,40.0
07/12/2013,63.0,534.0,40.0
05/18/2012,59.0,457.0,40.0
03/22/2011,217.0,623.0,40.0
12/29/2014,115.0,491.0,40.0
09/29/2011,324.0,437.0,40.0
11/20/2012,62.0,365.0,40.0
05/29/2013,43.0,516.0,40.0
09/16/2010,4.0,3.0,40.0
07/30/2013,55.0,691.0,40.0
08/03/2012,57.0,451.0,39.0
02/11/2013,64.0,565.0,39.0
05/25/2012,44.0,359.0,39.0
05/22/2015,56.0,449.0,39.0
11/16/2012,56.0,355.0,39.0
05/31/2012,46.0,416.0,39.0
08/15/2013,60.0,704.0,39.0
01/25/2011,57.0,797.0,39.0
08/24/2010,2.0,1.0,39.0
10/07/2015,108.0,447.0,39.0
09/26/2012,64.0,474.0,39.0
04/19/2011,164.0,493.0,39.0
03/05/2013,31.0,539.0,39.0
06/04/2013,58.0,608.0,39.0
03/20/2012,80.0,536.0,39.0
06/13/2012,59.0,522.0,39.0
06/28/2013,46.0,379.0,38.0
09/30/2011,106.0,491.0,38.0
06/24/2015,104.0,372.0,38.0
07/02/2012,40.0,474.0,38.0
06/29/2012,49.0,432.0,38.0
06/14/2012,81.0,493.0,38.0
01/05/2012,129.0,496.0,38.0
05/18/2010,,1.0,38.0
10/25/2010,12.0,8.0,38.0
01/11/2011,88.0,884.0,38.0
11/29/2012,53.0,345.0,38.0
12/06/2011,135.0,399.0,38.0
09/16/2013,73.0,620.0,38.0
02/19/2013,35.0,688.0,38.0
08/31/2012,110.0,342.0,38.0
01/12/2011,71.0,531.0,38.0
09/26/2011,186.0,445.0,38.0
04/05/2012,75.0,434.0,38.0
11/25/2013,59.0,484.0,38.0
10/15/2012,103.0,486.0,38.0
11/09/2012,51.0,351.0,38.0
08/06/2010,,3.0,37.0
08/23/2012,84.0,549.0,37.0
03/29/2011,239.0,768.0,37.0
12/20/2012,44.0,389.0,37.0
02/14/2012,76.0,752.0,37.0
08/04/2011,147.0,448.0,37.0
09/25/2013,69.0,582.0,37.0
08/23/2010,,8.0,37.0
11/20/2010,3.0,2.0,37.0
02/06/2013,26.0,540.0,37.0
01/26/2011,64.0,808.0,37.0
09/06/2012,74.0,378.0,37.0
06/24/2013,51.0,653.0,37.0
06/12/2013,54.0,554.0,37.0
08/12/2010,,1.0,37.0
05/10/2013,76.0,532.0,37.0
10/12/2010,19.0,13.0,37.0
11/16/2010,28.0,3.0,37.0
02/10/2012,73.0,494.0,37.0
05/20/2010,,,37.0
11/17/2010,17.0,9.0,37.0
05/01/2012,42.0,432.0,37.0
08/18/2010,1.0,2.0,37.0
02/28/2011,303.0,836.0,37.0
07/15/2013,70.0,724.0,36.0
06/22/2012,56.0,344.0,36.0
11/01/2010,21.0,8.0,36.0
04/20/2012,43.0,429.0,36.0
05/25/2016,109.0,537.0,36.0
09/10/2012,95.0,416.0,36.0
08/03/2010,,7.0,36.0
07/25/2013,56.0,516.0,36.0
02/22/2012,85.0,698.0,36.0
12/14/2011,120.0,361.0,36.0
02/03/2011,134.0,115.0,36.0
10/30/2012,74.0,471.0,36.0
06/20/2013,47.0,461.0,36.0
05/19/2015,78.0,524.0,36.0
11/28/2011,112.0,606.0,36.0
11/27/2012,63.0,503.0,36.0
01/10/2013,45.0,542.0,36.0
06/24/2014,80.0,444.0,36.0
07/29/2010,,6.0,36.0
07/05/2012,50.0,424.0,36.0
09/23/2010,2.0,3.0,36.0
03/02/2012,62.0,413.0,36.0
08/18/2014,105.0,431.0,36.0
06/17/2011,108.0,356.0,36.0
01/26/2012,94.0,640.0,36.0
06/06/2013,47.0,623.0,36.0
05/21/2015,91.0,422.0,36.0
05/13/2011,60.0,536.0,35.0
07/03/2013,43.0,456.0,35.0
01/20/2011,48.0,535.0,35.0
12/18/2012,44.0,509.0,35.0
07/30/2011,58.0,117.0,35.0
11/23/2011,98.0,591.0,35.0
08/06/2013,73.0,592.0,35.0
07/22/2013,46.0,368.0,35.0
01/18/2012,124.0,432.0,35.0
01/06/2012,97.0,466.0,35.0
08/16/2010,,6.0,35.0
12/05/2011,145.0,598.0,35.0
05/17/2013,36.0,515.0,35.0
09/11/2012,99.0,498.0,35.0
04/20/2015,86.0,616.0,35.0
11/26/2012,89.0,630.0,35.0
03/30/2012,88.0,410.0,35.0
07/26/2013,46.0,471.0,35.0
09/08/2015,135.0,411.0,35.0
09/28/2010,8.0,10.0,35.0
11/08/2011,190.0,391.0,35.0
08/10/2015,100.0,685.0,35.0
04/19/2013,50.0,431.0,35.0
12/13/2011,169.0,648.0,35.0
07/23/2010,,6.0,35.0
07/19/2010,,2.0,35.0
03/26/2013,39.0,497.0,35.0
06/02/2014,73.0,495.0,35.0
08/07/2013,73.0,740.0,35.0
12/08/2011,123.0,443.0,34.0
08/01/2013,49.0,443.0,34.0
08/18/2015,68.0,522.0,34.0
04/01/2011,122.0,546.0,34.0
10/26/2012,68.0,456.0,34.0
04/01/2013,49.0,523.0,34.0
02/07/2012,105.0,545.0,34.0
01/04/2012,122.0,544.0,34.0
09/01/2011,182.0,519.0,34.0
07/16/2014,89.0,391.0,34.0
01/21/2011,57.0,421.0,34.0
12/22/2011,90.0,358.0,34.0
09/13/2012,80.0,413.0,34.0
07/21/2015,110.0,648.0,34.0
02/06/2012,100.0,666.0,34.0
02/21/2012,84.0,715.0,34.0
02/16/2011,426.0,723.0,34.0
05/19/2010,,1.0,34.0
01/28/2014,30.0,203.0,34.0
09/28/2011,164.0,636.0,34.0
06/17/2014,79.0,573.0,34.0
09/17/2014,84.0,354.0,34.0
01/24/2012,99.0,575.0,33.0
07/22/2010,,4.0,33.0
10/23/2012,86.0,403.0,33.0
10/16/2012,94.0,570.0,33.0
10/19/2010,22.0,3.0,33.0
05/19/2016,85.0,530.0,33.0
09/15/2010,2.0,1.0,33.0
10/17/2012,87.0,415.0,33.0
12/09/2015,112.0,349.0,33.0
04/14/2015,78.0,510.0,33.0
11/13/2012,59.0,390.0,33.0
11/02/2011,182.0,585.0,33.0
10/05/2012,52.0,375.0,33.0
10/25/2012,72.0,382.0,33.0
11/15/2012,49.0,334.0,33.0
09/14/2012,74.0,354.0,33.0
07/21/2014,96.0,377.0,33.0
06/27/2013,50.0,490.0,33.0
07/27/2012,45.0,475.0,33.0
07/17/2013,63.0,531.0,33.0
04/12/2012,59.0,476.0,33.0
10/20/2011,111.0,422.0,33.0
01/03/2012,108.0,795.0,33.0
02/09/2012,90.0,650.0,33.0
09/03/2015,106.0,519.0,33.0
10/28/2015,108.0,557.0,33.0
07/23/2013,54.0,519.0,33.0
05/23/2016,99.0,430.0,33.0
06/20/2016,104.0,386.0,32.0
04/27/2012,50.0,416.0,32.0
05/27/2014,68.0,638.0,32.0
09/25/2015,147.0,467.0,32.0
04/11/2014,81.0,556.0,32.0
11/16/2011,261.0,556.0,32.0
01/07/2013,50.0,519.0,32.0
05/29/2014,64.0,385.0,32.0
12/28/2011,96.0,634.0,32.0
03/20/2013,37.0,684.0,32.0
01/25/2013,19.0,312.0,32.0
05/15/2013,56.0,578.0,32.0
01/09/2012,163.0,442.0,32.0
08/26/2015,111.0,597.0,32.0
01/17/2013,45.0,560.0,32.0
08/12/2011,144.0,496.0,32.0
03/25/2011,151.0,490.0,32.0
06/09/2010,,,32.0
08/31/2010,,,32.0
02/07/2017,117.0,397.0,32.0
09/12/2013,65.0,477.0,32.0
06/03/2014,73.0,405.0,32.0
05/17/2010,,3.0,32.0
08/05/2010,,7.0,32.0
09/25/2014,78.0,429.0,32.0
07/17/2014,101.0,402.0,32.0
01/28/2011,30.0,445.0,31.0
05/18/2016,83.0,532.0,31.0
10/31/2012,62.0,474.0,31.0
09/14/2010,3.0,1.0,31.0
10/01/2010,9.0,7.0,31.0
02/15/2013,62.0,602.0,31.0
05/14/2010,,,31.0
08/29/2014,78.0,335.0,31.0
12/23/2011,57.0,335.0,31.0
08/14/2013,78.0,664.0,31.0
12/13/2012,59.0,448.0,31.0
12/24/2014,22.0,442.0,31.0
07/30/2010,,4.0,31.0
01/14/2014,57.0,602.0,31.0
12/08/2015,104.0,444.0,31.0
01/05/2011,97.0,664.0,31.0
05/16/2016,122.0,640.0,31.0
11/13/2014,66.0,435.0,31.0
06/18/2013,58.0,423.0,31.0
02/28/2012,67.0,517.0,31.0
01/17/2012,75.0,469.0,31.0
05/24/2016,94.0,429.0,31.0
06/10/2010,,,31.0
05/22/2014,68.0,431.0,31.0
02/24/2011,330.0,790.0,31.0
04/15/2011,134.0,409.0,31.0
03/09/2011,293.0,756.0,31.0
05/12/2014,62.0,434.0,31.0
07/09/2010,,2.0,31.0
04/15/2014,53.0,389.0,31.0
01/03/2013,60.0,501.0,31.0
05/11/2012,30.0,438.0,31.0
01/18/2011,62.0,591.0,31.0
01/13/2011,77.0,622.0,31.0
12/30/2010,34.0,264.0,31.0
11/30/2012,57.0,395.0,31.0
12/03/2012,57.0,588.0,31.0
05/28/2014,115.0,589.0,31.0
02/21/2013,42.0,682.0,30.0
02/07/2011,187.0,284.0,30.0
09/04/2014,84.0,493.0,30.0
01/19/2012,82.0,322.0,30.0
09/06/2013,77.0,649.0,30.0
08/11/2010,1.0,3.0,30.0
06/30/2016,102.0,485.0,30.0
10/27/2010,22.0,4.0,30.0
10/18/2012,87.0,482.0,30.0
06/01/2012,36.0,451.0,30.0
07/31/2014,86.0,327.0,30.0
10/13/2015,109.0,535.0,30.0
05/06/2013,69.0,605.0,30.0
01/23/2012,106.0,438.0,30.0
01/03/2011,112.0,748.0,30.0
11/19/2012,67.0,402.0,30.0
06/16/2014,68.0,579.0,30.0
09/18/2013,57.0,716.0,30.0
07/19/2016,105.0,570.0,30.0
11/07/2012,94.0,491.0,30.0
07/22/2014,90.0,497.0,30.0
06/18/2015,59.0,538.0,30.0
01/22/2013,55.0,420.0,30.0
09/17/2013,61.0,599.0,30.0
06/30/2015,84.0,555.0,30.0
03/09/2012,70.0,589.0,30.0
12/02/2011,189.0,544.0,30.0
10/06/2010,9.0,11.0,29.0
09/29/2010,4.0,9.0,29.0
05/12/2017,79.0,164.0,29.0
05/09/2013,38.0,511.0,29.0
08/09/2013,59.0,579.0,29.0
07/16/2010,,2.0,29.0
03/31/2014,80.0,641.0,29.0
09/05/2013,76.0,493.0,29.0
05/28/2015,78.0,383.0,29.0
02/14/2011,446.0,509.0,29.0
07/30/2014,88.0,477.0,29.0
09/30/2010,2.0,14.0,29.0
08/10/2012,47.0,410.0,29.0
12/21/2012,46.0,416.0,29.0
06/14/2013,42.0,559.0,29.0
05/22/2013,55.0,507.0,29.0
03/29/2013,40.0,551.0,29.0
10/24/2012,86.0,494.0,29.0
06/11/2013,52.0,630.0,29.0
09/03/2013,70.0,706.0,29.0
08/19/2015,88.0,496.0,29.0
04/22/2013,83.0,463.0,29.0
07/18/2013,47.0,529.0,29.0
08/04/2014,77.0,367.0,29.0
11/28/2012,82.0,368.0,29.0
12/10/2012,49.0,497.0,29.0
08/30/2013,45.0,528.0,29.0
07/12/2016,110.0,372.0,29.0
01/04/2013,52.0,377.0,29.0
02/01/2012,111.0,484.0,29.0
03/29/2016,127.0,502.0,29.0
05/03/2017,74.0,332.0,29.0
08/03/2015,90.0,617.0,29.0
08/26/2010,,1.0,29.0
10/23/2014,115.0,692.0,29.0
05/19/2014,83.0,689.0,29.0
11/23/2010,20.0,8.0,29.0
08/16/2016,122.0,526.0,29.0
09/24/2010,6.0,3.0,28.0
04/24/2015,61.0,689.0,28.0
05/13/2013,53.0,487.0,28.0
09/10/2011,42.0,86.0,28.0
08/14/2015,86.0,515.0,28.0
03/31/2011,182.0,463.0,28.0
12/01/2011,164.0,517.0,28.0
12/09/2010,19.0,20.0,28.0
08/20/2010,,5.0,28.0
06/22/2015,79.0,512.0,28.0
08/17/2013,19.0,184.0,28.0
06/22/2010,,4.0,28.0
06/20/2014,49.0,505.0,28.0
10/12/2012,45.0,426.0,28.0
08/27/2014,98.0,345.0,28.0
02/15/2012,72.0,557.0,28.0
06/18/2010,,,28.0
09/26/2013,67.0,592.0,28.0
01/12/2012,90.0,374.0,28.0
06/02/2010,,1.0,28.0
06/26/2013,49.0,556.0,28.0
07/09/2014,91.0,394.0,28.0
08/25/2010,1.0,1.0,28.0
05/14/2015,53.0,447.0,28.0
09/24/2015,145.0,527.0,28.0
03/21/2017,88.0,324.0,28.0
01/16/2013,42.0,478.0,28.0
07/11/2013,68.0,525.0,28.0
